category,last_replier,poster,replies,text,topic,views 
Help me!,Mimo,JD_UK,8,"Hi everyone

I'm brand new to bonsai and would really like to get to grips with it.

Though I intend to grow and find more attractive specimens, I found this little birch hiding in a corner of my...",Is this tree suitable? Absolute beginner,406
Help me!,Clicio,shadhin,1,Please Help me ... I want to know Adenium is a Bonsai ?? Or it is Possible To make bonsai with Adenium ??,Adenium is Bonsai ???,288
Help me!,leatherback,SilverElm,5,"Hi people.

First post here. I would like some helping identifying these trees. I have a fair idea which type they are (juniper etc) but would like a firm answer.

I will attatch two photos of each...",Bonsai tree identifcation,302
Help me!,Clicio,,4,"I collected this boxwood six months ago, in a very bad state, as a leftover from a hedge.
It had a few aerial roots, ugly and dry, and most of the fine roots underneath were on the left side of the...",Collected Boxwood in a bad state,331
Help me!,Clicio,ASHONE,1,I would like my little bonsai to grow bigger. Its still in the same pot from a seedling. Do I re pot it into a new pot so it can grow bigger? and if so what size? when do you normally start wiring?...,I just bought a my first bonsai (juniper),265
Help me!,m5eaygeoff,Timber creek,4,"Hey everyone

I recently brought my first bonsai it's a red dawn tree. When I got it from the garden centre the leaves have alll ready started to go brown I am a complete newbie and I'd like to know...",My first bonsai,304
Help me!,Auk,Rob099,6,"This was collected from higher ground in FL, amongst the dryer pines and palms. Very thin leaves, about half dead wood with strong veins of live bark. I have spent hours searching databases including...","tree id, Florida native.",1151
Help me!,leatherback,joanf,1,i live in an area where its really hard to get a concave cutter. I know i could get one shipped but id really like to hold it in my hands before buying. is there really no alternative for cutting...,Is there really no alternative to concave cutters,297
Help me!,Clicio,thumoo,8,"Hey all!
I got bought a bonsai tree for my birthday. It didn't come with any tags for the name or any care instructions (it was the last one in the garden centre apparently). I've been through the...",After some initial tips for caring for new bonsai,476
Help me!,Clicio,RonaldKelly,1,I collected 2 Texas Persimmons in Feb. 2 weeks later one started to bud. 4 weeks later the other started to bud. Jump ahead 4 months. One is growing like gang busters. The other is not showing any new...,To Grow or not To Grow,257
Help me!,Clicio,Marcellcx,3,"I live in the center of Europe, temperate continental climate.
I would like to buy a bonsai and keep it indoors, in a west facing window, where the temperature is 24-28°C.
If Your home is similar to...",What species of bonsai should I buy (INDOOR)?,252
Help me!,ingebirt,ingebirt,5,My European Beech has suddenly got so few and small leafs this summer. I'm afraid that it is dying. Two weeks ago the leafs started to get brown spots and edges. One branch has lost all leaves. I see...,European Beech,369
Help me!,Clicio,bonsai beginner,2,I am just learning about the bonsai we bought at a garden nursery. Having reviewed the site I know I have a ficus plant but what kind Ginseng or Retusa? or does it not matter. I assume this is a...,What type of Ficus do i have,289
Help me!,TimberGee,DelBoySmiffy,3,"Could someone please identify this tree for me?

Where should I start?

Can I get cuttings from this?

Should I repot?

Any help much appreciated",Please identify this tree and........,360
Help me!,MrsMakda,MrsMakda,3,"I'm hoping that someone could help me. I bought a bonsai tree from ikea almost 3 months ago. I didn't know what they were just noticed that it was a house plant that was unusual. When I bought it, it...",Ficus bonsai leave drop,432
Help me!,GingerBonsai,GingerBonsai,4,"Here's a tree I've had for a while... It seems happy in its pot and likes to be defoliated.
Is it a beech or birch?
Many thanks.",Birch or Beech?,300
Help me!,leatherback,rcima,1,"I acquired a bunch of Japanese maple seeds a few months ago, and after reading a bunch of ways to start them, I soaked them in water for 24 hours and let them stand out on my windowsill since I felt...",Japanese maple seeds still good to grow?,252
Help me!,Auk,Leonmaple2017,10,I need your recommendation to select the perfect pot color finish and style I need to go with for this look. I'm considering having one custom built if needed. I did a mock-up with a &quot;Reihou&quot; style...,Japanese Maple Pot Selection (Need Advice),676
Help me!,leatherback,Travi51,5,"I have noticed a couple of branches are dieing on my pine, is the hole tree going to die or is there something I can do to help it. It's been fine all summer but we had a big storm last week and I...",Tree dieing,315
Help me!,Ryan123,Ryan123,8,It had darker leaves at bottom and lighter at top,What is this bonsai?,331
Help me!,BBallBonsai,BBallBonsai,5,"Hi,

Bought this starter Pine but do not know the exact species.

Any help on identification would be greatly appreciated.

TIA",Species Identification,296
Help me!,Clicio,DonnaF,2,"Hi, I'm a sat this. I own a Brazilian Rain Tree and want to apply moss on the trunk and top of soil? Is this ok, what is the purpose other than looking lovely, and how do I do this?",To moss or not to moss,314
Help me!,Clicio,Meadowmorph,6,"Long story made short: A month ago I transplanted my 33 year old Golden Gate Ficus. Now, it's older leaves are turning dark dark green, curling length-wise and dropping. The newer leaves are...",Transplanted GG Ficus Serious Leaf Drop.  Help!,383
Help me!,spacewood,Jimw,1,"Hello

I have been reading and gathering information about bonsai now for a few weeks and i would love to get started with my own first tree(s).
So here' my question, what do i do best?
Do i get...",Beginner,256
Help me!,Ayre333,Ayre333,2,I recently had the opportunity to buy a Bonsai Ficus in a grocery store. Upon buying it I began to look into proper care for the plant and quickly found out that the way in which the tree was vended...,Nurturing Back to its Potential,256
Help me!,NCM,NCM,8,"Hello everybody

Hope i'm posting in the right place as i think/hope it is not a disease...

I think i have a slight problem with my Chinese elm…or not ( if I’m the guilty one).

I’m from...",Chinese elm falling yellow leafs – Am I the guilty,368
Help me!,333Adriaan333,333Adriaan333,3,Cant get the name of this tree looked everywhere its a nice tree,identify tree,271
Help me!,Travi51,DocHayden,4,"I bought my first Bonsai tree, a Chinese Elm, about 2 weeks ago. I am posting a picture from the day I bought it and will post another from today shortly. I can see some new leaves have grown since...",First Bonsai,436
Help me!,Auk,danieloring,4,"hello my name is Daniel I am new to this forum

can someone identify this tree please

it came with a note saying it is brachychiton but i didnt find any information about it

how do I care for him...",id,269
Help me!,leatherback,ProudOwnerOfHerbTheBonsai,1,"Hi, I just got a boxwood bonsai named herb, I am wondering if he will survive indoors because I have a dog and deer.",New boxwood bonsai,243
Help me!,m5eaygeoff,LikkleGreen,1,"Hiya,

I received this plant last week but the person who gave it to me didn't know the name of it and said they thought it was a bonsai tree.
If anyone could help me identify it I would be very...",Please identify my plant so I can look after it!,221
Help me!,Mimo,Vampyre,1,"Hi all hope you can advise I have some super Scots Pine near my home and would like to try air layering a branch that is about 2&quot; thick ...is it possible?
regards Vampyre",air layering,292
Help me!,Kul,Kul,2,"Hello!

Need first aid advise on the ficus bonsai that just had been owerwatered: stayed in water for few hours instead of 10 min :( please help save the tree!!!

Appreciate all the suggestions very...",Just had my bonsai in water for couple hours,245
Help me!,Clicio,,1,"Hi guys. Been a while since my last post but here I go again.

I just wanted to check with those of you who grow moss on soil of bonsai. I am puzzled how to keep moss alive as the tree needs sun and...",A moss question,246
Help me!,Dustinhuba,Dustinhuba,0,I have a fukien tea that i purchased at the begining of the year and has done well all year until last week it started looking like this. Since its in organic soil ( some coconut husk mix i found) im...,Fukien tea issue,248
Help me!,,Jbasanez,3,"I love this website it has given me a lot of inspiration and ideas. I am a Bonsai beginner, but I have been doing a lot of reading. So I decided to purchase the starters book for $3.99 I found that I...",Multiple Charges on my Credit Card!,263
Help me!,leatherback,CharlieD,1,"I just got hold of this guy, but I'm not sure what it is. When I picked it up I thought Juniper, but researching on the internet just made me more confused.... anybody got any concrete ideas? I want...","I'm a tree, but what tree...",242
Help me!,Travi51,,6,"Hello. My nabor is moving and he gave me this tree. Not exactly sure what it is or if it would make a good bonsai or not. I have seen similar trees as bonsai but don't know were to begin, any tips...",Bonsai worthy,348
Help me!,Auk,MaggieNeedsHelp,1,If you can identify this plant I would really appreciate it. I know it is most likely not a proper bonsai but I have not been able to find the plant anywhere online. I've included pictures from a side...,"This may not be a proper bonsai, but please ID it.",229
Help me!,TBolt,Chebra,3,"I have been given a Sageretia theezans (Sweet Plum) I think, not sure if I have identified the tree correctly. The main problem is the leaves are so dry and crisp, they are not falling off. What is...",Bonsai beginner,293
Help me!,m5eaygeoff,Wondo,1,"Hello,

I have a Japanese Procumbrens nana that is pretty healthy, but I am noticing on some of the branches that the needles are getting brittle and the tips are getting a bit brown. I am attaching a...",Juniper. Is it dieback or something else?,302
Help me!,Biafra,Biafra,9,Lately it seems my Larch is getting worse. It was raining for many days in last month. The soil in the pot was probably too wet:/ One time about a month ago i noticed 2 earthworms trying to get out of...,Too many earthworms? How to get rid of them?,2009
Help me!,Auk,sinnsyk,1,"Hello all,

My mother-in-law has decided to toss this bonsai out side and ignore it because she got tired of taking care of it... Since I found it I've been trying to figure out what kind of bonsai...",Taken over a bonsai that needs help!,270
Help me!,Marcei,geeeedeecee,1,"Leaves are beginning to go yellow.

Novice bonsai carer",My bonsai is dying,238
Help me!,TBolt,chelerae,2,"While shopping at Walmart earlier this summer, I saw this guy on the clearance shelf. It said it was a bonsai plant and it was in terrible condition. The leaves were brown and dried up. I...",Came across this guy,271
Help me!,Zarniwoop,Callmeadj,3,"Hi -
I just received this plant/starter bonsai. Would anyone be able to Identify plant type? Any information is helpful, Thanks!
AJ",Indentify? Please,286
Help me!,lauren18,lauren18,0,"I am still new to bonsai care and my azelea leaves have turned brown during winter. It is now spring in Australia, I am unsure if I should feed it now. Can it still be saved ?",Azalea Care,253
Help me!,leatherback,Marcellcx,3,"I have just bought a young Acer Palmatum from a nursery (august). Of course it is in a small pot. I would like to thicken its trunk, so put it into a much bigger pot. Should I do this now or in...",Young tree (Acer) repot in august?,314
Help me!,Franky,samujohn@gmail.com,6,"Hi All,

I would need an expert advice whether this nursery stock Ficus could be wired or trimmed to turn into a bonsai in the future. If so, please guide me on which branch to trim or wire as all...",Help me bring this nursery stock to shape,330
Help me!,rBose,rBose,9,"I bought a 3 years old Ligustrum Bonsai that was healthy until 1-2 weeks ago when its appearance started to change very rapidly, he looked wonderfully and had nice and straight leaves, now they're all...",Ligustrum dying ?,440
Help me!,MonkeyBen,MonkeyBen,2,"Hi forum! This is my first time here, so apologies if I'm going over old ground but I have a bit of an emergency. Does anyone know what could be causing this weakness in the root of my ficus ginseng?...",Hole and white roots on a Ficus Ginseng,560
Help me!,m5eaygeoff,Bunsen33,1,I collected this small tree while on vacation this Spring. We were staying on one of the North Carolina (US) barrier islands. The tree was growing against the house we were renting (leading to one...,Species and Overwintering of Small Yamadori?,245
Help me!,tubaboy,Soul Doubt,4,"Hi there, I'm new to this forum and have had my Chinese Elm for about 8 months. For the majority of the time it has been a happy tree. Indoors on a south facing window sil with a Voile to filter the...",Chinese Elm in need of rescue,510
Help me!,TBolt,,1,"Sadly, I only have couple small branches with some leaves on it to look at. I dont have the pictures of the whole trees. I took cuttings from those trees but I want to know if they can make good...",ID from leaf,246
Help me!,Zarniwoop,Xkayxkayx,12,Can someone please tell me what type of bonsai this is &amp; give me tips on reviving it. The leaves are becoming hard and turning yellow,Identify & leaves turning color,634
Help me!,Zarniwoop,jerwiles,3,"Greetings! I am just getting into Bonsai. I got my first tree a few weeks ago. I went ahead and repotted it, using the same pot, because from the store it had a layer of glued-down rocks on top of the...","First post, first tree",300
Help me!,Lukasz,Lukasz,2,"Hi :)
about 3 weeks ago I purchased a mature ficus microcarpa. I got it from a place that looked more like a bonsai shelter and many trees were in bad condition or already dead. The ficus that I got...",Ficus fruits,329
Help me!,,Normalman,2,I recently purchased the intermediate class online. But the videos stall in the middle. And one class I can't complete because it won't continue when I push the play button. Has anybody else run into...,Trouble streaming videos,243
Help me!,m5eaygeoff,nikolay.zhelev,5,"Hi guys,

My name is Nikolay, aircraft engineer and bonsai novice. I'm new to this hobby and of course I came to a point, where I need some help from you - the experts.

In terms of tree...",Disease identification,257
Help me!,GrahamD,GrahamD,2,"Hey again lovely folks.

It seems as I think I've overcome one problem. Another rears it's ugly head.

Just noticed this green moss/mold on the trunk of my Chinese elm tonight. And am not sure what...",Moss? Mold? Something else. Chinese elm,338
Help me!,leatherback,LaLuna,6,I believe that this is a Ginkgo Tree. Is this a true bonsai?,GINGKO ?,324
Help me!,simonzen,simonzen,0,"How do i get my tropical trees go dorment in the winter. Do they need to go dormant? I cant find much on the internet about it.
I live in an aparment so i cant adjust the heat my self.",tropical inddor bonsai winter care,249
Help me!,Auk,wynorlous,4,I just bought this tree. Should I leave it in the original pot until Spring or shape it and repot it now in September.,Bonsai Juniper kit,252
Help me!,Corrythompsonhm,Corrythompsonhm,10,"Well I had purchased a seven year old Juniper from a well known shop up here in Washington about three years ago. Only the trunk was trained. I was quite proud as it was my first bonsai, let alone one...",Need help with Juniperus Procumbens bonsai,491
Help me!,leatherback,m_pass79,1,"Somewhat new to bonsai, or botany in general, and have a couple of q's. I live in Va, last year I purchased 3 juniper bonsai. It gets below freezing in winter so I thought it best to bring them in....",Grow lights n trimmings?,295
Help me!,JD_UK,JD_UK,2,"Hi everyone,

First of all, apologies if this is a typical beginner's query!

I recently found (what I think might be at least) three potential bonsai at my local nursery. These are Purple Beech,...",Advice for new nursery stock,328
Help me!,m5eaygeoff,rBose,14,"After my previous bonsai died ( I was the culprit actually, killed him with my lack of knowledge ) I received a new one as a gift, but I have no idea what bonsai it is, tried looking it up but couldnt...",What bonsai species is this ?,677
Help me!,m5eaygeoff,philipprocter,7,"My all

Is it normal my broom bonsai tree start to lose leave around this time of year?

Regards
Phil",Broom losing Leaves,217
Help me!,Auk,Mei.lin.da,1,I've a bonsai tree of the species satsuki azalea (most likely is at least). And when I traveled this summer I left my tree alone for four days (unfortunately with quite a lot I of sun) because I...,Azalea losing it's leaves,273
Help me!,Bunsen33,TheSwanOfEndlessTales,1,Over the summer I rooted three trees from cuttings- two are black willows and one is a dogwood. I have them in big ~12&quot; pots in compost. In at least one of the pots roots have already pervaded most of...,Overwintering advice,319
Help me!,leatherback,Yams,3,I was just wondering what kind of bonsai is this and are the leaves safe for cats? I have 4 indoor cats and they don't normally mess with the leaves of things but I've read some ficus are poisonous to...,What kind of bonsai is this?,451
Help me!,Auk,Ladyzogg,4,Got a juniper from walmmart today looks in kinda bad shape.....took the glued moss and rocks out and put in more of the needed soil...watered it and am lettimg sun hit it...is there anything else i...,Juniper in need of some help,287
Help me!,Zak14,Zak14,3,"Hello guys,
I'm new to bonsai and am struggling to identify this breed of tree. It has small black dots on some of the leaves , I don't know if this is characteristics of the tree or if it is bad. Any...",Identifying bonsai,250
Help me!,m5eaygeoff,Grownupgreen,3,Please tell me how to fix barry bonsai (that's the name my bf and I gave him lol) so we had put him in the backyard where there is afternoon sun but I think its too intense.... I kinda forgot I left...,Juniper is not so well! Please help,263
Help me!,MrBear,MrBear,5,"Hello all,

I'm super new to the world of bonsai. I've many articles and watched YouTube vids but I still questions on wintering Japanese maple.

I live in a zone 7/8 area. Not a lot snow, the temp...",Wintering Japanese maple,327
Help me!,Zarniwoop,manikanta,3,Hi I'm beginner to bonsai. What is the best bonsai for me,What is the best bonsai for beginner,286
Help me!,333Adriaan333,Marcei,2,"Took a few cuttings, its really nice looking",Can I train this bush as bonsai?,259
Help me!,tubaboy,Train101,5,"Hello! I am a new member of this website, and unfortunately I need some help. I recently bought a &quot;bonsai&quot; tree from Walmart. It looks pretty sad but I have grown attached to the little guy:cheer: . I...",Need help! Beginner identification and re-potting,276
Help me!,Auk,Kiba1028,3,"Hello, I am new here and I was wondering if you guys could help me. Currently, I am trying to put a bonsai tree in a desert themed terrarium for an invertebrate. I am trying to make the scene visual...",Portulacaria afra in terrarium,292
Help me!,Auk,manikanta,3,"Hi friends
I have orange bonsai seeds. Please let me know how to germinate them.
1. Should I need to put them in water for some time before seeding
2. Should I remove the peel( outer shell)...",How to germinate orange bonsai seeds,273
Help me!,tubaboy,henri,1,"Hi, I bought a tree in spring but the species wasn't mentioned on the label and I'd already left the store when I discovered that. I already tried the guides and couldn't figure out what I have....",What species is this?,230
Help me!,KKennedy,KKennedy,5,"I bought a small weeping Japanese maple this season and thought it would look good as a bonsai.It's on the bigger side but not much growth, or leaves yet.I don't think it will live over the winter...",Japanese maple help,322
Help me!,Auk,ALF,2,"Hi guys, I live in the U.K. and have been trawling the internet for shimpaku juniper seeds but can't find them anywhere! Normal Chinese juniper seeds I can find everywhere but not the shimpaku...",Shimpaku seeds,427
Help me!,Auk,Pajke11,1,Can you please tell me what type of bonsai is this? :),Type of bonsai,273
Help me!,leatherback,ALF,4,"Hi guys, I'm planning to grow bonsai from seed and then to field grow them to obtain the desirable thick trunk and nebari. I live in the U.K. Which has a fairly wet climate, and during the winter the...",Field growing bonsai,352
Help me!,TBolt,memesenpai,3,I got this bonsai - chamaeciparis pisifera - as a birthday gift but unfortunately the bonsai is for outdoors. I don't have any way how to keep it outdoors. Can I somehow &quot;train&quot; it for indoors??...,Can I keep a cypress bonsai indoors?,263
Help me!,Rob_phillips,Elsa Leung,3,I noticed that the foliage is turning yellowish after repotted from growing box into bonsai pot. Is it normal reaction after a heavy root pruning?,Juniper foliage discoloration,313
Help me!,Auk,leon27,3,"I manage to get a Japanese white pine (goyomatshu graft on black pine) in SIngapore (tropical country).
I am using plant light but last time i was in Japan. One of the nursery shop owner said japanese...",Dormancy plant(Goyomatsu) in tropical country(SG).,308
Help me!,Lorax7,Meadowmorph,2,"Now that my ficus is out of danger (thanks to all who helped) I'm thinking of finding my first deciduous tree. I have a Mt Fuji Serissa I'm tring to restyle, a Chinese Elm, and a couple of Tiger bark...",Choosing my first deciduous tree.,358
Help me!,Tds.j,Tds.j,3,"I just got bought a Chinese elm, and ive never had any type of plant to look after before, let alone a bonsai tree. My grandad is a gardener/tree surgeon but isnt here to ask at the moment, so I was...",Tree condition and help for caring,270
Help me!,sccl,sccl,0,"Hello,
About a month ago I wrote a post asking for help because of my Ficus. At the time, and judging by the pictures I posted, it seemed there wasn't much I could do. I read all the advice I was...",How can I help my ficus bonsai? - Update,251
Help me!,Travi51,tashfeen46,4,"Hello! I am new to bonsai. I have no gardening/planting experience. However, I am trying to grow some bonsai. I have a few questions. There are some white spots on my delonix regia which occurred very...",White Spots on Delonix Regia,511
Help me!,m5eaygeoff,Elmo2002,5,"Hi all, I got given my first bonsai yesterday for my birthday from a family member. Could someone please help me identify it?
I believe it could be a yew possibly. I am also concerned it is looking a...",Newbie after identification please,261
Help me!,AnlGncl,AnlGncl,2,"Hello guys, that is my chinese-juniper, I planted six months ago. What I should do now? Should I start cutting or still waiting?",Help me,249
Help me!,surincruz,Hazol,7,"Is a ficus religiosa suitable for shohin. If not, then what is the minimum size (approx) for this tree?
The leaves are really big on mine. It is one year old. I just don't know, how much these leaves...",Ficus religiosa styling,2444
Help me!,tubaboy,NoobBonsai,5,"Hello everyone,

I've been thinking to start growing bonsai for a long while now and finally, yesterday I went to a nursery and got myself a ficus benjamina. I would like to get some word of advice...","Ficus Benjamina, starting from zero, need advice!",460
Help me!,Dre444,Dre444,0,"Hi Everyone, Inam new to bonsai trees and my wife rencently got me ginseng and in one of Bonsai Empire they had a ginseng with aerial roots. My question is whether there is a special technique to...",Ginseng Aerial Root,305
Help me!,Edd,Edd,9,"Hello all!

So I got this cool looking bonsai for my birthday (10 days ago), I'm not sure what is it, but my guess (by searching online) is that of a sweet plum. In the first couple of days I left it...",Please help me to identify and care for new bonsai,289
Help me!,m5eaygeoff,Hobbvots,3,"My english elm I dug out of the neighbors property (with permission) has suddenly exploded with growth after laying dormant over winter.
(Im in Australia btw)

But Im not sure what I should do now....",English Elm - What do?,407
Help me!,Auk,SockZebra,1,"Hey everyone, I've had a bonsai tree for a year now. Last winter I kept in inside because I was scared to put it outside. It didn't lose its leaves (it's not an evergreen) the ones it had left just...",Winter! What do I do?,238
Help me!,sccl,sccl,7,"My students gave me a bonsai tree for my birthday back in June. They know I like them, but that I was never brave enough to get one as I was afraid I wouldn't know how to look after it.

Like I said,...",How can I help my ficus bonsai?,362
Help me!,Auk,AaronG,3,"I have had this Golden gate ficus for over 2 years and it has been doing great. However, for the past week or so the leaves are curling and some have turned yellow and dropped. I figured out that I...",Wilting curling leaves,1144
Help me!,Adam Brewer,Adam Brewer,2,"Hello All,

I'm from the Pacific Northwest and I'm new to the forum and new to bonsai. My wife got me a bonsai kit about a month ago that had Delonix Regia seeds in it. I had three sprout in a 4&quot;...",Growing Delonix Regia from seed,6033
Help me!,Rosie,Rosie,6,"Hi, I was given a 7-year old Juniper tree as a gift and as I'm a novice at bonsai trimming, I think I might have over pruned it! I thought it already had a shape and I need to clip off most new...",Did I over prune my Juniper?,375
Help me!,Mimo,NoobBonsai,5,I have a house with a small yard and very fertile soil. I've decided to buy half a dozen saplings from a local nursery and plant them in the yard so the will the trunk faster. I've come across one...,Growing bonsai over a tile,689
Help me!,333Adriaan333,Athanas,3,"Hello, I noticed my Ginseng Ficus is having a faded white root colorings around two of the 5 roots that are in contact with the soil. I am attaching pictures of it.

Could you please advise whether...",White Coloring on the Root Stems,626
Help me!,leatherback,robert919,1,"Hi all, I got my Ginkgo Biloba from an online supplier in summer, when the tree arrived it was obvious it was really root bound, I said i was going to transplant it next year but a few weeks ago it...",Did i kill my Ginkgo?,280
Help me!,Madfox,Madfox,6,"Greetings everybody!

Am all new to the forums and to the bonsai trees. Just yesterday got one for my birthday as I have been intrigued by these and never have seen them myself in stores here in...",First Bonsai tree - Chinese elm?,416
Help me!,BrayanC22,BrayanC22,9,"Hello guys, I'm fairly new to the bonsai world and I've 4 trees.. A Carmona (which is doing well and growing just fine) A juniper (same as the carmona) an Acer Rubrum (which is 1 year old) and a...",I dont know how my trees are doing,347
Help me!,Auk,Ewattdh,1,"After a month of watering and feeding the bonsai as per instructions the tree began to loose all it's leaves. 2 months have gone past using same procedures and no leaves have regrown, only small and...",Chinese elm lost all leaves. Need advice,316
Help me!,Clicio,James.McPherson,3,"This is my first bonsai. I ordered a ficus because I have very snowy winters where I live and I wanted it indoors. I think it looks alright, but I'm not experienced at all. What do you guys think?",First bonsai. How did I do?,289
Help me!,Auk,Cliff D,5,"Hi,
I am new to bonsai and found a local nursery owner who has a large number of old variegated junipers. They have beautiful trunks and nice curves, but they were crowded in together and have long...",Good Juniper Material?,388
Help me!,m5eaygeoff,roksee,10,"I am a complete newbie...my sister gave me this lovely tree for my birthday. But although it bloomed in April, it doesn't look so good now. I have had it inside and I have tried it outside in...",flowering dwarf Korean Lilac pls help!,813
Help me!,Ricky73,Ricky73,8,"Hello everybody,
I have a small chamaecyparis which I'm trying to train into a bonsai since two years.
It's been quite ok until last summer, when it suffered from great heat (extremely hot summer here...",Yellowing leaves on chamaecyparis,412
Help me!,m5eaygeoff,Deanjames26,1,Please can anyone shed any light on what has happened. I keep it indoors as I have no garden and nowhere to put it. It lives in a window ledge which gets enough light through your the day. Feed once a...,Help,280
Help me!,my bonsai diary,Hamo1180,4,"What's the best way to increase the trunk size and reduce the leaf size on a ficus that I rescued from the wild. The tree has definitley grown in the year since owning it, with a notable difference in...",increasing trunk size on a ficus,562
Help me!,leatherback,Meadowmorph,1,I was given a pre-bonsai Japanese maple. It's been growing in the bottom half of a two liter plastic soda bottle. WINTER IS COMING! I honestly tried to find an answer to this. I want to put it...,Prebonsai Japanes maple winterizing,337
Help me!,Auk,bonsai cat97,12,i live in houston and are keeping these 3 indoors i know ones a juniper but not the others can u tell me the type and if they are oakay its houston so humidity for days and no winter winter is summer...,bonsai indentifcation and check up help needed,539
Help me!,Auk,cjones636,1,"I have a Japanese maple and a Lemon. The Japaneses Maple is kind of special to me, as it came from my grandpas that passed away in 2015. This is his tree...

Anyway, the property was sold to a...",What can i do?,261
Help me!,Tds.j,Tds.j,0,What tree is this? And could I turn it into a bonsai tree? If so how do I go about doing so.,Tree identification,257
Help me!,tubaboy,kpac,5,Autumn has came. my Chinese elm sits on a closed balcony and for several days the temperature in the night reached about 10 degrees celsius and now I noticed it began to lose leaves. is it normal for...,chinese elm leaves falling off,598
Help me!,Auk,Dvaughan78,2,"I trained this juniper in the nursery pot for about 3 months to grow &quot;up&quot; and it thrived. After trimming, wiring, and root pruning I repotted it in late august. It did really well up until lately. The...",Juniper in trouble!,318
Help me!,Auk,keitaro,1,"Hello im a serial pine killer.
Trying not to be.

I have 2 pines on their second year.
Right now iys fall and colder than normal.

Meaning it already feels like early winter here but we still have 1...",Jp White pine,280
Help me!,Auk,Sagir,3,"Mty Juniper BT looks it's Dying, I do not know the cause, could anyone share tips on what to do to try to revive it? I live in Houston Texas, Humid and hot climate.",Tips for keeping a Juniper Tree from Dying?,266
Help me!,Natalia,Natalia,4,"Hello everyone!
i am a bonsai newbie and got this beautiful binsai tree but I need sime help ID it..although I am pretty sure it is a ficus ginseng tree..
Thank you!!!!","Help me ID, bonsai newbie",273
Help me!,Alakey44,Jhcook4,2,"Hello everyone!

I live in China and I have a Fukien Tea bonsai. When I lived in the States I also had a bonsai that I kept for well over a year but when I moved to China, unfortunately I could not...","Pest Control, Homemade Remedies, and Consquences",374
Help me!,GregoryHill983,Tidy83,6,Hey boys and girls i am new to the forum and very new to owning a bonsai tree. I have recently been brought a bonsai beginning of september and have been watering it and giving it bonsai food once a...,Sticky Leaves and Green Fly,418
Help me!,Kabir,ATG,8,"All:
Need your expertise and help in,
a. Identifying the type of Bonsai
b. Tips on stoping it from dying as it seems to have started turning yellow after I moved it inside the house

Pictures...",Need help to ID and save my Bonsai,395
Help me!,cora,cora,2,"my bonsai trees leave are turning white and brittle and falling off. i am aware this is due to lack of water, and i didnt check the roots to see if they were dry, but can anyone tell by the leaves if...",brittle bonsai,289
Help me!,Rodrigo,Rodrigo,2,"Hello. The soil of my Chinese Elm stays damp for at least a week, sometimes longer.

I believe this is harmful for the tree. Should I repot it to a new soil? If yes, which one?

I repotted it to...",Soil staying wet loo long,563
Help me!,leatherback,Cjm815,8,Hello everyone just getting into an absorbing alot of bonsai information. My question is I have these two small trees I bought at the nursery. I've tried to id them with pictures but very unsure. So...,Need help ID'ing,318
Help me!,leatherback,Akyi,11,"Hello everyone, this is my first post on this forum. I recently purchased a Juniper Bonsai tree. I noticed they glued rocks to the soil which after some research I took it off, anyway I love in...",Juniper Bonsai,624
Help me!,leatherback,BB,4,I am interested in buying the glass container with the lid to hold moss for an aqua bonsai. Does anyone know where to find one?,Aqua Bonsai,314
Help me!,Azhar,Azhar,0,"Good Morning :)
So i just got a new bonsai plant from my lecturer 1 years ago, and i need your help to identify what species it is.
i think it is Bougainvillea Bonsai .",Identiy Species,339
Help me!,BrayanC22,BrayanC22,0,So hey guys.. I got this one tree from right next to the fence. A bihher tree towers the fence so I assume it's from it. But still no idea what it is. So please help.,Help me ID,226
Help me!,Ozbek,Ozbek,6,"My bonsai had a red spotted spider mite. I used neem azal but it did not work. So my ulmus parvifolia bonsai gets yellow leaves and dropped them.
So what should I do now. Its look like only branch. I...",Dying bonsai help!!!,548
Help me!,Jordanh,Jordanh,2,"I’ve had this tree for about 10 years now. No clue what species it is, I just know it keeps growing like crazy and needs to be pruned and trained. Any advice would be appreciated.",Feel like it’s time to prune. No clue where to sta,328
Help me!,Auk,lmfcruz61,2,"hello, i bouth a pre-bonsai Juniperus Horizontalis 2 weeks ago.
It was really in good shape.
I transplant it to a smaller vase and cut the big roots. At same time i wired the tree.
Now after a week...",Juniperus Horizontalis - Excessive care,429
Help me!,NoobBonsai,NoobBonsai,0,So I have a few basic questions about bonsai styling. I have a couple of very small ficuses that I keep in my flat and half a dozen of various pines I've planted not long ago in my yard. So the first...,When to begin styling my trees,290
Help me!,Auk,Wraine,1,"I got this for my birthday. I tried to ID it myself but got very confused. Can anyone help?
Thanks",ID my bonsai,258
Help me!,xoibsurferx,xoibsurferx,12,"Hello everyone!

I purchased this Bonsai from a big box retailer a few weeks ago and can't seem to ID this tree. It looks similar to a boxwood but I'm not completely sure. Also I've been out of the...",Help me ID my Bonsai! And help with leaves dying!,622
Help me!,Dvaughan78,Dvaughan78,0,I think it may be in the Ashe family?,Can anyone ID this tree?,185
Help me!,Auk,Xenon,3,"Someone gave me this bonsai as a gift, but I dont know the species.
Thank you!",Bonsai species?,237
Help me!,leatherback,Sylvan,2,"So over the summer I recently bought a indoor jaboticaba bonsai at a little bonsai shop. It did welll for the first few months and I trimmed it down a bit. Recently, almost all the leaves have...",HELP PLEASE,244
